DATE,SP500,NASDAQCOM,DJIA,RU2000PR,DEXJPUS,DEXUSEU,DEXCHUS,DEXMXUS,DEXUSAL,VIXCLS,USDONTD156N,USD1MTD156N,USD3MTD156N,USD12MD156N,BAMLHYH0A0HYM2TRIV,BAMLCC0A1AAATRIV,GOLDAMGBD228NLBM,DCOILWTICO
2016-05-26,2090.1,4901.77,17828.29,2832.58,109.74,0.8941344778254648,6.554,18.45,1.3837000138370001,13.43,0.3861,0.45445,0.67405,1.3207,1079.42,603.93,1226.65,49.0
2016-05-27,2099.06,4933.5,17873.22,2859.16,109.86,0.8976660682226211,6.5615,18.428,1.3879250520471893,13.12,0.385,0.45665,0.67305,1.3167,1079.58,603.78,1221.25,49.36
2016-05-30,2099.06,4933.5,17873.22,2859.16,109.86,0.8976660682226211,6.5615,18.428,1.3879250520471893,13.12,0.385,0.45665,0.67305,1.3167,1080.18,603.94,1221.25,49.36
2016-05-31,2096.96,4948.05,17787.2,2869.95,110.75,0.898069151324652,6.5798,18.413,1.3808340237503454,14.19,0.3865,0.46885,0.6858,1.3374,1080.95,604.53,1210.5,49.1
2016-06-01,2099.33,4952.25,17789.67,2890.45,109.55,0.8956560680698611,6.5748,18.5475,1.3808340237503454,14.2,0.3855,0.46955,0.6813,1.3284,1078.8,604.24,1216.25,49.07
2016-06-02,2105.26,4971.36,17838.56,2909.2,108.75,0.8962982880702699,6.5815,18.632,1.3840830449826989,13.63,0.3855,0.46305,0.6801,1.3324,1080.07,606.0,1215.5,49.14
2016-06-03,2099.13,4942.52,17807.06,2893.17,106.88,0.8826125330979699,6.5638,18.612,1.362583458236817,13.47,0.3861,0.4648,0.68215,1.3314,1081.37,610.57,1211.0,48.69
2016-06-06,2109.41,4968.71,17920.33,2924.82,107.33,0.8807468733485997,6.5611,18.614,1.358326541700625,13.65,0.3861,0.44705,0.66065,1.2856,1085.45,609.42,1240.55,49.71
2016-06-07,2112.13,4961.75,17938.28,2932.53,107.3,0.8810572687224669,6.571,18.436,1.3419216317767042,14.05,0.3865,0.4458,0.6566,1.2851,1089.43,610.41,1241.1,50.37
2016-06-08,2119.12,4974.64,18005.05,2954.85,106.68,0.8771929824561404,6.56,18.125,1.3370771493515177,14.08,0.3876,0.4453,0.6579999999999999,1.27835,1093.8,611.52,1252.4,51.23
2016-06-09,2115.48,4958.62,17985.19,2935.58,106.54,0.8826904404625298,6.559,18.2885,1.3457139012245998,14.64,0.3856,0.44705,0.65605,1.27425,1093.69,613.16,1258.35,50.52
2016-06-10,2096.07,4894.55,17865.34,2892.66,107.06,0.8864462370357237,6.559,18.526,1.352265043948614,17.03,0.3861,0.44655,0.6556,1.2735,1090.82,614.51,1266.6,49.09
2016-06-13,2079.06,4848.44,17732.48,2859.78,106.07,0.8863676653075695,6.5823,18.8145,1.352447930754666,20.97,0.3855,0.44205,0.6525,1.25925,1088.44,614.01,1284.1,48.89
2016-06-14,2075.32,4843.55,17674.82,2852.63,106.02,0.892379082634303,6.593,18.9785,1.358695652173913,20.5,0.3855,0.4423,0.6548,1.25325,1082.66,613.34,1279.4,48.49
2016-06-15,2071.5,4834.93,17640.17,2856.31,105.87,0.8897588753447816,6.5785,18.863,1.3506212857914641,20.14,0.385,0.44605,0.65635,1.26525,1084.39,613.77,1282.0,47.92
2016-06-16,2077.99,4844.91,17733.1,2853.54,104.05,0.8962179602079227,6.5899,18.9875,1.3676148796498906,19.37,0.3855,0.44805,0.6466,1.2385,1079.69,614.88,1307.0,46.14
2016-06-17,2071.22,4800.34,17675.16,2844.86,104.2,0.8884150675195451,6.5849,18.8615,1.3540961408259986,19.41,0.3865,0.4478,0.6444,1.24075,1082.92,612.21,1284.5,48.0
2016-06-20,2083.25,4837.21,17804.87,2877.18,104.32,0.8835483300936562,6.5768,18.666,1.3408420488066506,18.37,0.3901,0.44805,0.6465,1.2515,1090.47,610.99,1283.25,49.4
2016-06-21,2088.9,4843.76,17829.73,2867.66,104.56,0.8879417510211329,6.5893,18.655,1.3403029084573115,18.48,0.3901,0.4508,0.64185,1.2525,1090.08,609.49,1280.8,48.95
2016-06-22,2085.45,4833.32,17780.83,2855.48,104.56,0.886053517632465,6.575,18.53,1.3349352556401015,21.17,0.3896,0.45205,0.6401,1.251,1092.7,610.16,1265.0,49.16
2016-06-23,2113.32,4910.04,18011.07,2913.27,105.9,0.8792754770069463,6.574,18.301,1.3161358252171624,17.25,0.3911,0.4533,0.6401,1.24975,1096.35,607.38,1265.75,49.34
2016-06-24,2037.41,4707.98,17400.75,2802.22,102.26,0.8987956138774043,6.615,18.8545,1.3421017313112333,25.76,0.3934,0.4493,0.6236,1.2052,1084.37,613.64,1313.85,46.7
2016-06-27,2000.54,4594.44,17140.24,2708.04,101.66,0.9071117561683599,6.6481,19.152,1.3592496941688188,23.85,0.4001,0.4588,0.6271,1.1957,1078.12,620.69,1324.6,45.8
2016-06-28,2036.09,4691.87,17409.72,2751.91,102.71,0.904649900488511,6.645,18.91,1.3599891200870393,18.75,0.4016,0.4603,0.6311,1.20475,1081.06,620.42,1312.0,47.93
2016-06-29,2070.77,4779.25,17694.68,2812.35,102.68,0.8995232526760818,6.635,18.5355,1.3433637829124128,16.64,0.4051,0.46655,0.6461,1.21625,1089.28,619.77,1317.75,49.85
2016-06-30,2098.86,4842.67,17929.99,2862.82,102.77,0.9064539521392314,6.6459,18.4935,1.3455328310010766,15.63,0.4116,0.46505,0.6541,1.23025,1092.66,619.12,1317.0,48.27
2016-07-01,2102.95,4862.57,17949.37,2874.86,102.55,0.8972633467922835,6.6547,18.393,1.336005344021376,14.77,0.4061,0.46755,0.65335,1.225,1096.84,621.56,1331.75,49.02
2016-07-04,2102.95,4862.57,17949.37,2874.86,102.55,0.8972633467922835,6.6547,18.393,1.336005344021376,14.77,0.4061,0.46955,0.65635,1.235,1097.46,621.72,1348.75,49.02
2016-07-05,2088.55,4822.9,17840.62,2831.83,101.58,0.9025270758122743,6.677,18.7805,1.3412017167381973,15.58,0.4096,0.4703,0.6571,1.23375,1098.19,628.06,1344.75,46.73
2016-07-06,2099.73,4859.16,17918.62,2851.41,101.12,0.9027715085311908,6.69,18.7535,1.3313806417254694,14.96,0.4112,0.47255,0.6611,1.2305,1098.14,627.73,1370.0,47.37
2016-07-07,2097.9,4876.81,17895.88,2857.43,100.74,0.903750564844103,6.679,18.8785,1.3354700854700854,14.76,0.4127,0.4743,0.6646,1.2465,1102.77,628.68,1367.1,45.22
2016-07-08,2129.9,4956.76,18146.74,2926.04,100.65,0.9059612248595761,6.6878,18.5615,1.3229263130043656,13.2,0.4122,0.4758,0.6671,1.253,1108.32,631.01,1356.1,45.37
2016-07-11,2137.16,4988.64,18226.93,2957.53,102.66,0.9053870529651425,6.6917,18.4915,1.3273161667109106,13.54,0.4137,0.47785,0.6691,1.2695,1115.46,628.82,1358.25,44.73
2016-07-12,2152.14,5022.82,18347.67,2996.94,104.72,0.9030160736861117,6.686,18.2935,1.3104442405975625,13.55,0.4122,0.47935,0.67335,1.2845,1121.69,624.58,1352.85,46.82
2016-07-13,2152.43,5005.73,18372.12,2985.19,104.1,0.8999280057595392,6.6832,18.402,1.311647429171039,13.04,0.4127,0.48135,0.6801,1.2934,1118.94,627.82,1340.25,44.87
2016-07-14,2163.75,5034.06,18506.41,2987.7,105.4,0.9001710324961743,6.6801,18.324,1.310272536687631,12.82,0.4122,0.4821,0.6791,1.298,1121.68,624.18,1325.7,45.64
2016-07-15,2161.74,5029.59,18516.55,2995.5,105.64,0.9042408897730354,6.6865,18.519,1.3180440226703571,12.67,0.4152,0.4833,0.68785,1.30825,1121.39,621.23,1330.5,45.93
2016-07-18,2166.89,5055.78,18533.05,3001.95,106.0,0.9028530155290719,6.7013,18.48,1.3163090693694879,12.44,0.4159,0.48655,0.6956,1.3264,1121.63,621.35,1326.15,45.23
2016-07-19,2163.78,5036.37,18559.01,2983.41,106.13,0.9079353550027238,6.6931,18.5355,1.3340448239060831,11.97,0.4159,0.4853,0.6971,1.3289,1121.9,622.32,1332.2,44.64
2016-07-20,2173.02,5089.93,18595.03,3006.52,106.65,0.9085127646043427,6.676,18.582,1.3358268768367618,11.77,0.4174,0.4874,0.7016,1.3449,1123.34,621.08,1325.6,44.96
2016-07-21,2165.17,5073.9,18517.23,2991.89,105.98,0.907770515613653,6.6735,18.615,1.3338668800853675,12.74,0.4179,0.4879,0.7145,1.3589,1124.41,621.22,1322.0,43.96
2016-07-22,2175.03,5100.16,18570.85,3014.34,106.22,0.9117432530999271,6.676,18.614,1.341741580571582,12.02,0.4179,0.4904,0.721,1.3719,1124.66,621.46,1323.2,43.41
2016-07-25,2168.48,5097.63,18493.06,3006.71,106.02,0.9107468123861566,6.6783,18.756,1.3408420488066506,12.87,0.4179,0.4909,0.7335,1.3859,1124.91,622.09,1315.0,42.4
2016-07-26,2169.18,5110.05,18473.75,3024.2,104.83,0.9104151493080844,6.669,18.7902,1.3304949441192122,13.05,0.4179,0.49265,0.743,1.3986,1122.7,622.12,1321.25,42.16
2016-07-27,2166.58,5139.81,18472.17,3029.34,105.65,0.9100837277029487,6.668,18.8715,1.3404825737265416,12.83,0.4164,0.49565,0.7515,1.4136,1122.2,624.37,1320.8,41.9
2016-07-28,2170.06,5154.98,18456.35,3025.36,104.86,0.9013881377321075,6.6538,18.9085,1.3313806417254694,12.72,0.4159,0.4939,0.7565,1.42,1121.03,624.21,1341.3,41.13
2016-07-29,2173.6,5162.13,18432.24,3031.86,102.32,0.8954154727793696,6.6371,18.761,1.3159626266614028,11.87,0.4129,0.4959,0.7591,1.4321,1120.05,627.12,1332.5,41.54
2016-08-01,2170.84,5184.2,18404.51,3029.83,102.26,0.894774516821761,6.6421,18.8325,1.3215276860050218,12.44,0.4144,0.4939,0.7591,1.4336,1119.73,623.19,1348.85,40.05
2016-08-02,2157.03,5137.73,18313.77,2988.14,100.82,0.8908685968819599,6.6239,18.915,1.3138877939823939,13.37,0.4179,0.4939,0.7676,1.4426,1117.51,619.67,1358.15,39.5
2016-08-03,2163.79,5159.74,18355.0,3013.93,101.34,0.8952551477170994,6.632,18.9005,1.3171759747102214,12.86,0.4174,0.4969,0.7776,1.4546,1118.14,619.1,1364.4,40.8
2016-08-04,2164.25,5166.25,18352.05,3016.5,101.08,0.8981498113885397,6.6388,18.845,1.30941469163284,12.42,0.4179,0.4984,0.7876,1.4766,1122.52,622.23,1351.15,41.92
2016-08-05,2182.87,5221.12,18543.53,3060.09,101.74,0.9025270758122743,6.653,18.8685,1.3131976362442548,11.39,0.4189,0.5039,0.79235,1.4751,1126.16,619.55,1362.6,41.83
2016-08-08,2180.89,5213.14,18529.29,3057.91,102.53,0.9026900162484204,6.6597,18.5785,1.3061650992685476,11.5,0.4189,0.5119,0.8065,1.5081,1129.03,620.79,1330.0,43.06
2016-08-09,2181.74,5225.48,18533.05,3061.2,101.96,0.9000900090009001,6.653,18.38,1.3025921583952065,11.66,0.4188,0.51315,0.816,1.5225,1132.99,623.88,1332.9,42.78
2016-08-10,2175.49,5204.58,18495.66,3040.15,101.27,0.8951750067138126,6.6345,18.351,1.2958403524685758,12.05,0.4197,0.51765,0.8176,1.5245,1133.83,626.05,1351.85,41.75
2016-08-11,2185.79,5228.4,18613.52,3054.66,101.46,0.8954154727793696,6.6274,18.264,1.297016861219196,11.68,0.4202,0.50765,0.8170000000000001,1.5195,1134.28,622.29,1344.55,43.51
2016-08-12,2184.05,5232.89,18576.47,3056.41,101.01,0.8950948800572861,6.6324,18.25,1.3039509714434736,11.55,0.4191,0.50665,0.81825,1.5257,1135.34,625.54,1336.7,44.47
2016-08-15,2190.15,5262.02,18636.05,3086.34,101.02,0.892936869363336,6.637,18.045,1.3008976193573565,11.81,0.41889,0.50744,0.80411,1.50661,1137.82,623.47,1339.2,45.72
2016-08-16,2178.15,5227.11,18552.02,3059.67,100.28,0.8867606632969762,6.624,17.975,1.2992074834351044,12.64,0.41778000000000004,0.50744,0.80128,1.49822,1139.49,622.53,1349.1,46.57
2016-08-17,2182.22,5228.66,18573.94,3051.1,100.24,0.8878629139660835,6.6328,18.2765,1.3125082031762698,12.19,0.41722,0.5141100000000001,0.81128,1.5196100000000001,1139.79,623.74,1342.75,46.81
2016-08-18,2187.02,5240.15,18597.7,3073.88,100.07,0.8823010411152286,6.6297,18.0575,1.3014055179593962,11.43,0.41722,0.51244,0.8109999999999999,1.51544,1140.97,625.28,1347.1,48.2
2016-08-19,2183.87,5238.38,18552.57,3073.68,100.24,0.8829242450997704,6.6515,18.2525,1.3123359580052494,11.34,0.41556000000000004,0.5210600000000001,0.81711,1.52322,1141.13,623.65,1346.85,48.48
2016-08-22,2182.64,5244.6,18529.42,3081.08,100.25,0.8838607035531201,6.6475,18.3165,1.310787783457858,12.27,0.41667,0.52217,0.82544,1.53294,1141.53,626.35,1334.3,46.8
2016-08-23,2186.9,5260.08,18547.3,3103.04,100.2,0.8843296781039971,6.6378,18.373,1.310272536687631,12.38,0.41778000000000004,0.5243899999999999,0.82544,1.531,1143.33,626.55,1338.5,47.54
2016-08-24,2175.44,5217.69,18481.48,3074.88,100.5,0.8884150675195451,6.6562,18.4955,1.314924391847469,13.45,0.41833000000000004,0.51994,0.82544,1.5265600000000001,1143.74,626.44,1337.3,46.29
2016-08-25,2172.47,5212.2,18448.41,3081.72,100.58,0.8869966294128082,6.656,18.4385,1.3138877939823939,13.63,0.41989,0.52383,0.8293299999999999,1.52611,1143.46,625.08,1324.5,46.97
2016-08-26,2169.04,5218.92,18395.4,3076.82,101.2,0.8899172376968942,6.669,18.295,1.3133701076963489,13.65,0.41833000000000004,0.5243899999999999,0.83344,1.53656,1144.11,622.53,1324.9,47.64
2016-08-29,2180.38,5232.33,18502.99,3094.0,102.13,0.8942944017170452,6.6775,18.5625,1.3199577613516367,12.94,0.41833000000000004,0.5243899999999999,0.83344,1.53656,1144.87,627.72,1324.9,46.97
2016-08-30,2176.12,5222.99,18454.3,3096.7,102.92,0.8968609865470852,6.6778,18.785,1.3304949441192122,13.12,0.41944,0.52322,0.84211,1.5593299999999999,1145.96,626.77,1318.85,46.32
2016-08-31,2170.95,5213.22,18400.88,3081.48,103.38,0.897182845863987,6.6776,18.849,1.3299640909695438,13.42,0.41944,0.52489,0.8393299999999999,1.55711,1145.22,626.88,1314.45,44.68
2016-09-01,2170.86,5227.21,18419.3,3081.22,103.22,0.8933357155619082,6.6713,18.826,1.3259082471492973,13.48,0.41611000000000004,0.52294,0.83567,1.56556,1144.54,627.18,1305.7,43.17
2016-09-02,2179.98,5249.9,18491.96,3111.12,104.18,0.8962179602079227,6.679,18.644,1.323276432446738,11.98,0.42044,0.52572,0.83511,1.55944,1145.37,625.13,1311.5,44.39
2016-09-05,2179.98,5249.9,18491.96,3111.12,104.18,0.8962179602079227,6.679,18.644,1.323276432446738,11.98,0.42044,0.5193300000000001,0.83344,1.56244,1145.99,625.28,1328.3,44.39
2016-09-06,2186.48,5275.91,18538.12,3114.94,102.28,0.8899172376968942,6.6722,18.3385,1.3031013812874641,12.02,0.42044,0.51656,0.84067,1.5613299999999999,1147.75,627.42,1330.05,44.85
2016-09-07,2186.16,5283.93,18526.14,3133.92,101.72,0.8898380494749957,6.66,18.3505,1.3029315960912053,11.94,0.42156000000000005,0.51322,0.8335600000000001,1.53922,1148.76,626.95,1348.75,45.47
2016-09-08,2181.3,5259.48,18479.91,3127.34,102.28,0.8884150675195451,6.664,18.61,1.3044612575006522,12.51,0.42211000000000004,0.51822,0.84544,1.54033,1149.36,621.73,1348.0,47.63
2016-09-09,2127.81,5125.91,18085.45,3030.04,102.86,0.8917424647761727,6.6778,18.8395,1.3246787653993906,17.5,0.42156000000000005,0.52689,0.8522200000000001,1.5567799999999998,1144.93,617.55,1335.65,45.88
2016-09-12,2159.04,5211.89,18325.07,3071.45,101.96,0.8904719501335708,6.6788,19.0705,1.3287270794578794,15.16,0.42100000000000004,0.52772,0.8557799999999999,1.56644,1142.51,617.13,1327.5,46.28
2016-09-13,2127.02,5155.25,18066.75,3012.92,102.14,0.8895214374666429,6.6782,19.1651,1.3386880856760375,17.85,0.42100000000000004,0.52428,0.8502799999999999,1.554,1138.97,612.64,1328.5,44.91
2016-09-14,2125.77,5173.77,18034.77,3011.11,102.33,0.8872327211427558,6.6707,19.2075,1.336005344021376,18.14,0.42211000000000004,0.52956,0.8538899999999999,1.5562200000000002,1138.65,614.6,1323.2,43.62
2016-09-15,2147.26,5249.69,18212.48,3049.46,102.24,0.8892050506846878,6.6707,19.2425,1.3312034078807242,16.3,0.42156000000000005,0.53094,0.85656,1.55011,1138.88,613.49,1320.1,43.85
2016-09-16,2139.16,5244.57,18123.8,3043.88,102.36,0.8960573476702508,6.6707,19.6645,1.3352917612498332,15.37,0.42044,0.53178,0.85711,1.5448899999999999,1137.61,614.47,1314.25,43.04
2016-09-19,2139.12,5235.03,18120.17,3063.14,101.82,0.894534394847482,6.665,19.6205,1.3227513227513228,15.53,0.42156000000000005,0.53617,0.86067,1.55578,1139.09,615.57,1315.05,43.34
2016-09-20,2139.76,5241.35,18129.96,3052.71,101.66,0.8950948800572861,6.67,19.8485,1.3241525423728815,15.92,0.42211000000000004,0.54306,0.8658899999999999,1.56467,1139.65,616.4,1315.4,43.85
2016-09-21,2163.12,5295.18,18293.7,3094.24,100.62,0.8956560680698611,6.6695,19.8425,1.3176966662274343,13.3,0.42211000000000004,0.54633,0.8633299999999999,1.5707799999999998,1141.31,617.71,1319.6,45.33
2016-09-22,2177.18,5339.52,18392.46,3139.96,100.8,0.890551251224508,6.663,19.555,1.3082155939298796,12.02,0.42322,0.52528,0.85672,1.5613299999999999,1147.63,620.76,1332.45,46.1
2016-09-23,2164.69,5305.75,18261.45,3118.05,101.04,0.8910273545397843,6.669,19.736,1.312163758037003,12.29,0.42322,0.52222,0.8529399999999999,1.55744,1147.87,622.07,1335.9,44.36
2016-09-26,2146.1,5257.49,18094.83,3084.04,100.34,0.8873114463176575,6.6683,19.8605,1.308557969118032,14.5,0.42433000000000004,0.52444,0.8529399999999999,1.55522,1146.9,622.82,1336.3,45.6
2016-09-27,2159.93,5305.71,18228.3,3097.57,100.36,0.8922198429693077,6.6691,19.465,1.3058239749281797,13.1,0.42544,0.52667,0.8537799999999999,1.55122,1146.53,624.83,1335.85,44.65
2016-09-28,2171.37,5318.55,18339.24,3120.65,100.57,0.8928571428571428,6.673,19.512,1.3056534795665231,12.39,0.42063,0.5243800000000001,0.8376899999999999,1.55138,1148.34,624.06,1324.8,47.07
2016-09-29,2151.13,5269.15,18143.45,3076.12,101.48,0.8893632159373888,6.665,19.3825,1.302761855132882,14.02,0.41989,0.52722,0.8456100000000001,1.55633,1150.94,624.81,1320.85,47.72
2016-09-30,2168.27,5312.0,18308.15,3110.66,101.21,0.8898380494749957,6.6685,19.3355,1.3042911177774879,13.29,0.42378000000000005,0.5311100000000001,0.85367,1.55178,1152.62,621.57,1327.9,47.72
2016-10-03,2161.2,5300.87,18253.85,3096.09,101.54,0.8920606601248885,6.6685,19.335,1.3048016701461378,13.57,0.42267,0.52833,0.8578899999999999,1.5590000000000002,1153.9,621.89,1318.65,48.8
2016-10-04,2150.49,5289.66,18168.45,3081.16,102.66,0.8919015340706387,6.6685,19.236,1.3082155939298796,13.63,0.42433000000000004,0.52722,0.8643299999999999,1.5656700000000001,1155.21,618.8,1309.15,48.67
2016-10-05,2159.73,5316.02,18281.03,3102.52,103.53,0.8931761343336907,6.6685,19.2455,1.3126804935678655,12.99,0.42822,0.52567,0.8679399999999999,1.57267,1156.72,617.69,1274.0,49.75
2016-10-06,2160.77,5306.85,18268.5,3097.22,104.02,0.8962179602079227,6.6685,19.232,1.3192612137203166,12.84,0.42878,0.52956,0.87156,1.58122,1157.39,616.69,1265.5,50.44
2016-10-07,2153.74,5292.4,18240.49,3073.16,103.42,0.8963786303334529,6.6685,19.3325,1.3234515616728426,13.48,0.42656000000000005,0.529,0.8760600000000001,1.58711,1157.75,616.9,1255.0,49.76
2016-10-10,2163.66,5328.67,18329.04,3108.46,103.42,0.8963786303334529,6.6685,19.3325,1.3234515616728426,13.38,0.42656000000000005,0.52956,0.87389,1.58622,1158.37,617.05,1262.1,49.76
2016-10-11,2136.73,5246.79,18128.66,3050.95,103.36,0.903995660820828,6.719,18.9685,1.3253810470510272,15.36,0.42767,0.53067,0.8775,1.59122,1158.3,615.92,1256.4,50.72
2016-10-12,2139.18,5239.02,18144.2,3049.97,104.48,0.9079353550027238,6.718,18.999,1.3239772275916855,15.91,0.42878,0.53456,0.8811100000000001,1.5956700000000001,1157.88,615.15,1255.7,50.14
2016-10-13,2132.55,5213.33,18098.94,3021.44,103.62,0.9059612248595761,6.7248,19.044,1.3231013495633765,16.69,0.431,0.53456,0.88,1.58733,1156.61,617.34,1258.0,50.47
2016-10-14,2132.98,5214.16,18138.38,3013.14,104.1,0.9103322712790168,6.7277,19.0475,1.314060446780552,16.12,0.43044,0.53567,0.8816700000000001,1.5856700000000001,1158.65,613.75,1256.15,50.35
2016-10-17,2126.5,5199.82,18086.4,3007.49,103.96,0.9090909090909091,6.735,18.885,1.3113034356150015,16.21,0.43322,0.52789,0.87761,1.58067,1159.33,616.25,1252.7,49.97
2016-10-18,2139.6,5243.84,18161.94,3025.3,103.8,0.9093389106119851,6.7401,18.6575,1.302252897512697,15.28,0.43322,0.52567,0.8812200000000001,1.57122,1161.86,618.35,1261.65,50.3
2016-10-19,2144.29,5246.41,18202.62,3038.57,103.3,0.9119095385737734,6.737,18.5605,1.2961762799740766,14.41,0.43378,0.52456,0.8806700000000001,1.564,1164.43,618.48,1269.75,51.59
2016-10-20,2141.34,5241.83,18162.35,3031.48,103.92,0.9145783793671118,6.7439,18.591,1.3089005235602094,13.75,0.43322,0.524,0.8817799999999999,1.5662200000000002,1165.9,619.0,1269.2,50.31
2016-10-21,2141.16,5257.4,18145.71,3027.27,103.96,0.9203018590097551,6.7654,18.6315,1.3163090693694879,13.34,0.43322,0.534,0.8817799999999999,1.57178,1165.76,618.54,1263.95,50.61
2016-10-24,2151.33,5309.83,18223.03,3048.03,104.2,0.9184423218221895,6.7728,18.5835,1.315270288044193,13.02,0.43211000000000005,0.534,0.8837200000000001,1.57067,1167.06,616.81,1267.0,50.18
2016-10-25,2143.16,5283.4,18169.27,3022.32,104.25,0.9182736455463728,6.778,18.485,1.3068478829064296,13.46,0.43433,0.53589,0.8856700000000001,1.57844,1167.12,617.04,1269.3,49.45
2016-10-26,2139.43,5250.27,18199.33,2994.11,104.42,0.9160864785635765,6.7706,18.668,1.3059945148230376,14.24,0.43433,0.53478,0.89039,1.57956,1164.36,614.45,1273.9,48.75
2016-10-27,2133.04,5215.97,18169.68,2957.32,105.14,0.917094644167278,6.7819,18.814,1.3147515119642386,15.36,0.43488999999999994,0.53433,0.88733,1.58233,1162.04,611.05,1269.3,49.71
2016-10-28,2126.41,5190.1,18161.19,2951.52,105.4,0.9145783793671118,6.776,18.717,1.3196093956188968,16.19,0.43543999999999994,0.53267,0.88594,1.58233,1159.68,610.13,1265.9,48.72
2016-10-31,2126.15,5189.13,18142.42,2960.9,105.07,0.9122422915526364,6.7735,18.79,1.3138877939823939,17.06,0.43343999999999994,0.53378,0.88428,1.57511,1156.23,610.72,1274.2,46.83
2016-11-01,2111.72,5153.58,18037.1,2927.49,104.59,0.9056330374932077,6.763,19.1,1.3056534795665231,18.56,0.43456000000000006,0.5304399999999999,0.88094,1.5756700000000001,1151.57,611.42,1284.4,46.66
2016-11-02,2097.94,5105.57,17959.64,2889.17,103.22,0.8993614533681086,6.7606,19.3905,1.3042911177774879,19.32,0.43733,0.532,0.8756700000000001,1.56511,1147.74,611.44,1295.85,45.32
2016-11-03,2088.66,5058.41,17930.67,2875.15,103.17,0.9013881377321075,6.7612,19.2255,1.3019138133055592,22.08,0.43678,0.53256,0.88094,1.56011,1147.79,609.71,1293.0,44.66
2016-11-04,2085.18,5046.37,17888.28,2891.44,103.02,0.899199712256092,6.7534,19.118,1.3039509714434736,22.51,0.43511000000000005,0.53533,0.88261,1.5590000000000002,1146.56,611.61,1301.7,44.07
2016-11-07,2131.52,5166.17,18259.6,2963.05,104.6,0.9059612248595761,6.774,18.6365,1.2987012987012987,18.71,0.43456000000000006,0.53533,0.8867799999999999,1.56844,1152.73,610.37,1286.8,44.88
2016-11-08,2139.56,5193.49,18332.74,2970.23,104.98,0.9062896501721951,6.784,18.435,1.29315918789603,18.74,0.434,0.537,0.88233,1.56789,1152.31,609.42,1284.0,44.96
2016-11-09,2163.26,5251.07,18589.69,3062.23,104.84,0.9130752373995618,6.7769,19.7745,1.3031013812874641,14.38,0.43233,0.5364399999999999,0.8865,1.5562200000000002,1149.26,597.09,1304.55,45.2
2016-11-10,2167.48,5208.8,18807.88,3110.56,106.56,0.9189487226612755,6.7987,20.4935,1.3175230566534915,14.74,0.43233,0.53817,0.9020600000000001,1.58344,1146.02,597.54,1280.9,44.62
2016-11-11,2164.45,5237.11,18847.66,3187.07,106.56,0.9189487226612755,6.7987,20.4935,1.3175230566534915,14.17,0.43233,0.53817,0.9056700000000001,1.58789,1146.23,597.59,1255.65,43.39
2016-11-14,2164.2,5218.4,18868.69,3227.34,108.3,0.9325748391308403,6.8447,20.8415,1.327668613913967,14.48,0.43343999999999994,0.54206,0.91122,1.61011,1135.52,592.7,1222.6,43.29
2016-11-15,2180.39,5275.62,18923.06,3236.16,108.94,0.9323140033563304,6.8556,20.345,1.3262599469496021,13.37,0.43288999999999994,0.55011,0.90622,1.60456,1141.49,592.46,1228.9,45.86
2016-11-16,2176.94,5294.58,18868.14,3236.3,109.16,0.9346667912889054,6.877,20.272,1.3347570742124935,13.72,0.43288999999999994,0.55456,0.9087200000000001,1.61178,1142.0,594.53,1225.7,45.56
2016-11-17,2187.12,5333.97,18903.82,3254.4,109.64,0.9384384384384383,6.8674,20.1845,1.341381623071764,13.35,0.43456000000000006,0.5617800000000001,0.91122,1.60456,1143.93,591.13,1232.0,45.37
2016-11-18,2181.9,5321.51,18867.93,3269.7,110.51,0.9433962264150942,6.8873,20.425,1.3614703880190606,12.85,0.43367,0.5660000000000001,0.91622,1.62067,1142.25,588.86,1206.1,45.69
2016-11-21,2198.18,5368.86,18956.69,3286.09,111.12,0.9436633009342266,6.8918,20.488,1.3592496941688188,12.42,0.43367,0.5677800000000001,0.9198299999999999,1.62289,1144.44,588.25,1214.95,47.48
2016-11-22,2202.94,5386.35,19023.87,3316.17,110.98,0.9417969485778865,6.888,20.5125,1.353546291283162,12.41,0.43367,0.58422,0.9248299999999999,1.62789,1148.27,589.06,1217.55,48.07
2016-11-23,2204.72,5380.68,19083.18,3335.44,112.58,0.9469696969696969,6.9195,20.653,1.3529968881071575,12.43,0.43422,0.5920000000000001,0.93011,1.6295600000000001,1148.58,588.67,1213.25,46.72
2016-11-24,2204.72,5380.68,19083.18,3335.44,112.58,0.9469696969696969,6.9195,20.653,1.3529968881071575,12.43,0.43422,0.60256,0.93706,1.6434400000000002,1148.78,588.72,1187.25,46.72
2016-11-25,2213.35,5398.92,19152.14,3348.14,113.17,0.9438414346389805,6.9176,20.6505,1.3468013468013467,12.34,0.43478,0.6058899999999999,0.9373299999999999,1.6451099999999999,1148.91,588.67,1187.5,46.72
2016-11-28,2201.72,5368.81,19097.9,3304.96,112.36,0.94553706505295,6.9055,20.574,1.337255950788981,13.15,0.43422,0.60561,0.93511,1.6412200000000001,1150.54,591.26,1189.1,45.66
2016-11-29,2204.66,5379.92,19121.6,3300.96,112.78,0.9410878976096367,6.8933,20.595,1.3388673182487616,12.9,0.43422,0.6167199999999999,0.9306700000000001,1.64067,1149.87,592.7,1187.3,45.29
